"Country Name,""Country Code"",""Indicator Name"",""Indicator Code"",""1960"",""1961"",""1962"",""1963"",""1964"",""1965"",""1966"",""1967"",""1968"",""1969"",""1970"",""1971"",""1972"",""1973"",""1974"",""1975"",""1976"",""1977"",""1978"",""1979"",""1980"",""1981"",""1982"",""1983"",""1984"",""1985"",""1986"",""1987"",""1988"",""1989"",""1990"",""1991"",""1992"",""1993"",""1994"",""1995"",""1996"",""1997"",""1998"",""1999"",""2000"",""2001"",""2002"",""2003"",""2004"",""2005"",""2006"",""2007"",""2008"",""2009"",""2010"",""2011"",""2012"",""2013"",""2014"",""2015"",""2016"",""2017"",""2018"",""2019"""
"Bolivia,""BOL"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4.3955411761999"",""4.825222119689"",""4.8964504152536"",""5.1970962435007"",""4.8631571233273"",""5.0740815699101"",""4.8215810209513"",""4.8893615603447"",""4.7528300434351"",""5.4108332842588"",""5.4730273783207"",""5.4925456643105"",""5.3737051784992"",""5.7351551949978"",""5.9649147093296"",""6.6170141100884"",""6.8528488278389"",""6.4431607723236"","""","""""
"Brazil,""BRA"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""8.3348013460636"",""8.5499316453934"",""8.7043419480324"",""8.1971108913422"",""8.135350048542"",""8.0440819263458"",""8.2588829100132"",""8.2077533006668"",""8.0159582197666"",""8.4024913609028"",""7.9490669071674"",""7.7883012592793"",""7.735300809145"",""7.9770937561989"",""8.396054059267"",""8.8702037930489"",""9.2062056064606"",""9.467476606369"","""","""""
"Barbados,""BRB"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""5.3318724036217"",""5.525291711092"",""5.861234292388"",""6.6837728023529"",""7.3151029646397"",""6.7689217627049"",""6.5832428634167"",""6.0558319091797"",""6.4767636358738"",""7.1486845612526"",""6.7739866673946"",""6.8993389606476"",""7.7781997621059"",""7.5993649661541"",""7.1065329015255"",""6.9671437144279"",""6.8520039319992"",""6.7791268229485"","""","""""
"Brunei Darussalam,""BRN"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""2.5432476773858"",""2.541938982904"",""2.5298969820142"",""2.5978855788708"",""2.5470962747931"",""2.2296758368611"",""1.9032932817936"",""1.9406953826547"",""1.8695855513215"",""2.3930661380291"",""2.2782610729337"",""1.8640972673893"",""1.8509721383452"",""1.8983140587807"",""1.9143680110574"",""2.3870890960097"",""2.5482868775725"",""2.3732077330351"","""","""""
"Bhutan,""BTN"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4.3101999908686"",""4.8505742102861"",""4.4545114040375"",""4.0074784308672"",""4.4653281569481"",""4.0196739137173"",""4.2914535850287"",""4.0299564599991"",""3.3008277416229"",""3.4614767879248"",""3.4735761582851"",""3.2699577510357"",""3.5342548042536"",""3.6212954670191"",""3.4689173102379"",""3.6580797284842"",""3.4877676516771"",""3.1869623810053"","""","""""
"Botswana,""BWA"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""5.8272581547499"",""6.1567168682814"",""6.4215421676636"",""6.1761867254973"",""5.7953026145697"",""5.0253413617611"",""4.7737244516611"",""5.3331166505814"",""5.7820033282042"",""6.5250083804131"",""6.1940249055624"",""5.7769030332565"",""6.141459941864"",""6.224388256669"",""5.5979315191507"",""5.7262994349003"",""5.5605221539736"",""6.1345681548119"","""","""""
"Central African Republic,""CAF"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""4.4335395097732"",""3.911254554987"",""4.267068207264"",""4.6103592962027"",""4.1961066424847"",""4.7628931701183"",""4.4603638350964"",""4.7710597515106"",""4.0220689028502"",""4.3450850993395"",""3.7420328706503"",""3.8226556032896"",""3.8741666823626"",""4.843345656991"",""4.8532489687204"",""6.3089914619923"",""4.2815014719963"",""5.8217756450176"","""","""""
"Canada,""CAN"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""8.2756787538528"",""8.6552999913692"",""8.8882386684418"",""9.0427920222282"",""9.0972356498241"",""9.0643867850304"",""9.3491770327091"",""9.444859623909"",""9.603937715292"",""10.714286565781"",""10.682071745396"",""10.352503508329"",""10.347892343998"",""10.227344930172"",""10.055615752935"",""10.510692000389"",""10.737876594067"",""10.572769492865"","""","""""
"Central Europe and the Baltics,""CEB"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""5.7074035038617"",""5.9119460136166"",""6.1621237287143"",""6.3995382682165"",""6.3612509354123"",""6.3679155566347"",""6.2268024944739"",""6.1426135126751"",""6.3782093603052"",""6.8525740236948"",""6.8094963731638"",""6.5393307917137"",""6.5500147920053"",""6.7029829747931"",""6.6079785734832"",""6.5488487518697"",""6.6467199170108"",""6.5981332837333"","""","""""
"Switzerland,""CHE"",""Current health expenditure (% of GDP)"",""SH.XPD.CHEX.GD.ZS"","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""","""",""9.8435655236244"",""10.231421887875"",""10.641177743673"",""10.936511307955"",""11.003942042589"",""10.82196906209"",""10.213978588581"",""10.016011446714"",""10.151539742947"",""10.809160023928"",""10.698542743921"",""10.768505930901"",""11.057860404253"",""11.313790082932"",""11.494365334511"",""11.884304136038"",""12.22136542201"",""12.346322089434"","""","""""
